"order_id";"order_date";"region";"city";"product_name";"category";"quantity";"unit_price";"total_revenue";"customer_id";"sales_channel"
"UK-2026-101192";"2026-02-24";"South";"Kochi";"Wireless Earbuds Pro";"Electronics";2;3003;"6006";"CUST-89979";"App"
"UK-2026-102406";"2026-04-24";"West";"Mumbai";"Wireless Earbuds Pro";"Electronics";1;2962;"2962";"CUST-21961";"Website"
"UK-2026-102542";"2026-04-21";"South";"Bengaluru";"Beard Grooming Kit";"Beauty";1;1017;"1017";"CUST-85905";"App"
"UK-2026-101841";"2026-03-06";"North";"Delhi";"Ionic Hair Dryer";"Beauty";1;1895;"1895";"CUST-91360";"Marketplace"
"UK-2026-104205";"2026-06-15";"East";"Guwahati";"Power Bank 20000mAh";"Electronics";1;1776;"1776";"CUST-48792";"App"
"UK-2026-104334";"2026-06-13";"West";"Ahmedabad";"Running Sneakers";"Fashion";1;2870;"2870";"CUST-69357";"Website"
"UK-2026-103858";"2026-05-09";"East";"Patna";"Running Sneakers";"Fashion";1;2746;"2746";"CUST-68052";"App"
"UK-2026-102889";"2026-04-04";"South";"Bengaluru";"Electric Kettle 1.5L";"Home & Kitchen";1;1087;"1087";"CUST-13035";"Website"
"UK-2026-104250";"2026-06-20";"West";"Bombay";"Noise-Cancelling Headphones";"Electronics";1;9355;"9355";"CUST-76098";"Website"
"UK-2026-104523";"2026-06-20";"Central";"Indore";"Robot Vacuum R7";"Home & Kitchen";2;19940;"39880";"CUST-94172";"Website"
"UK-2026-103529";"2026-05-23";"North";"Noida";"Vitamin C Serum";"Beauty";1;680;"680";"CUST-58023";"App"
"UK-2026-103723";"2026-05-29";"East";"Guwahati";"Electric Kettle 1.5L";"Home & Kitchen";1;1142;"1142";"CUST-44429";"Marketplace"
"UK-2026-102433";"2026-04-13";"West";"Ahmedabad";"Robot Vacuum R7";"Home & Kitchen";1;19543;"19543";"CUST-24504";"App"
"UK-2026-104974";"2026-06-02";"South";"Kochi";"Vitamin C Serum";"Beauty";1;724;"724";"CUST-60470";"Website"
"UK-2026-102020";"2026-03-22";"South";"Kochi";"Noise-Cancelling Headphones";"Electronics";1;9034;"9034";"CUST-55316";"Marketplace"
"UK-2026-104472";"2026-06-06";"East";"Kolkata";"Dinner Set 24pc";"Home & Kitchen";1;2428;"2428";"CUST-19257";"App"
"UK-2026-101949";"2026-03-04";"North";"Delhi";"Non-Stick Cookware Set";"Home & Kitchen";1;2996;"2996";"CUST-50858";"Website"
"UK-2026-103573";"2026-05-10";"North";"Gurugram";"Denim Jacket";"Fashion";1;2185;"2185";"CUST-45670";"Marketplace"
"UK-2026-100441";"2026-01-29";"North";"Gurugram";"Robot Vacuum R7";"Home & Kitchen";2;18622;"37244";"CUST-39914";"App"
"UK-2026-100244";"2026-01-05";"South";"Bengaluru";"Face Wash Combo";"Beauty";2;427;"854";"CUST-40053";"App"
"UK-2026-103495";"2026-05-30";"North";"Chandigarh";"Denim Jacket";"Fashion";2;2191;"4382";"CUST-16716";"Website"
"UK-2026-102316";"2026-04-13";"South";"Kochi";"Bluetooth Speaker Mini";"Electronics";1;1477;"1477";"CUST-24964";"Website"
"UK-2026-101984";"2026-03-08";"South";"Chennai";"Electric Kettle 1.5L";"Home & Kitchen";1;1150;"1150";"CUST-66065";"Website"
"UK-2026-100942";"2026-02-28";"North";"Chandigarh";"Smart Watch X2";"Electronics";1;4479;"4479";"CUST-26105";"App"
"UK-2026-100817";"2026-02-07";"Central";"Indore";"Slim Fit Jeans";"Fashion";1;1556;"1556";"CUST-77175";"Website"
"UK-2026-100376";"2026-01-03";"West";"Ahmedabad";"Silk Saree";"Fashion";1;3379;"3379";"CUST-94150";"Website"
"UK-2026-100546";"2026-01-01";"North";"Gurugram";"Silk Saree";"Fashion";1;3404;"3404";"CUST-83260";"App"
"UK-2026-100393";"2026-01-06";"West";"Ahmedabad";"Non-Stick Cookware Set";"Home & Kitchen";1;2950;"2950";"CUST-60937";"App"
"UK-2026-104198";"2026-06-27";"North";"Noida";"Dinner Set 24pc";"Home & Kitchen";1;2382;"2382";"CUST-12648";"Marketplace"
"UK-2026-104469";"2026-06-21";"Central";"Bhopal";"Mirrorless Camera Lite";"Electronics";3;27624;"82872";"CUST-32174";"Marketplace"
"UK-2026-102750";"2026-04-26";"Central";"Indore";"Slim Fit Jeans";"Fashion";1;1643;"1643";"CUST-67136";"App"
"UK-2026-104005";"2026-05-17";"West";"Bombay";"Matte Lipstick Set";"Beauty";1;894;"894";"CUST-96870";"App"
"UK-2026-101745";"2026-03-08";"West";"Ahmedabad";"Denim Jacket";"Fashion";2;2143;"4286";"CUST-36428";"Website"
"UK-2026-101464";"2026-03-09";"North";"Delhi";"Ethnic Dupatta";"Fashion";1;521;"521";"CUST-12384";"App"
"UK-2026-101594";"2026-03-28";"South";"Bengaluru";"Mirrorless Camera Lite";"Electronics";2;28065;"56130";"CUST-89016";"App"
"UK-2026-101258";"2026-02-16";"West";"Mumbai";"Electric Kettle 1.5L";"Home & Kitchen";1;1046;"1046";"CUST-69409";"Website"
"UK-2026-104526";"2026-06-21";"South";"Kochi";"Modern Wall Clock";"Home & Kitchen";2;833;"1666";"CUST-66838";"App"
"UK-2026-102294";"2026-04-18";"East";"Patna";"Beard Grooming Kit";"Beauty";1;1018;"1018";"CUST-44746";"Website"
"UK-2026-104350";"2026-06-21";"South";"Bengaluru";"Foldable Treadmill T2";"Sports";3;24070;"72210";"CUST-87979";"Website"
"UK-2026-102850";"2026-04-23";"North";"Chandigarh";"Leather Wallet";"Fashion";2;943;"1886";"CUST-67885";"Website"
"UK-2026-101333";"2026-02-10";"East";"Guwahati";"Gym Gloves";"Sports";1;511;"511";"CUST-15483";"App"
"UK-2026-104060";"2026-06-02";"West";"Bombay";"Non-Stick Cookware Set";"Home & Kitchen";1;2804;"2804";"CUST-51282";"Marketplace"
"UK-2026-104896";"2026-06-02";"South";"Hyderabad";"Noise-Cancelling Headphones";"Electronics";1;9371;"9371";"CUST-79230";"App"
"UK-2026-101928";"2026-03-27";"West";"Surat";"Slim Fit Jeans";"Fashion";2;1662;"3324";"CUST-37954";"Website"
"UK-2026-104144";"2026-06-18";"South";"Kochi";"Denim Jacket";"Fashion";2;2264;"4528";"CUST-70347";"App"
"UK-2026-102687";"2026-04-03";"South";"Chennai";"Bluetooth Speaker Mini";"Electronics";1;1428;"1428";"CUST-16037";"App"
"UK-2026-104633";"2026-06-19";"East";"Guwahati";"Power Bank 20000mAh";"Electronics";1;1784;"1784";"CUST-77673";"Marketplace"
"UK-2026-103900";"2026-05-20";"West";"Pune";"Cricket Bat English Willow";"Sports";1;8624;"8624";"CUST-56037";"App"
"UK-2026-101900";"2026-03-10";"Central";"Raipur";"Air Fryer 5L";"Home & Kitchen";2;5619;"11238";"CUST-90233";"Website"
"UK-2026-102677";"2026-04-03";"West";"Ahmedabad";"Mirrorless Camera Lite";"Electronics";1;30090;"30090";"CUST-96054";"Marketplace"
"UK-2026-101767";"2026-03-26";"West";"Mumbai";"Electric Kettle 1.5L";"Home & Kitchen";2;1091;"2182";"CUST-11547";"App"
"UK-2026-100295";"2026-01-17";"North";"Gurugram";"Noise-Cancelling Headphones";"Electronics";3;9264;"27792";"CUST-33260";"Website"
"UK-2026-102958";"2026-04-22";"West";"Ahmedabad";"Vitamin C Serum";"Beauty";3;669;"2007";"CUST-85367";"App"
"UK-2026-102690";"2026-04-13";"South";"Kochi";"Noise-Cancelling Headphones";"Electronics";1;9051;"9051";"CUST-58984";"Marketplace"
"UK-2026-101945";"2026-03-26";"North";"Gurugram";"Ultrabook Air 14";"Electronics";3;30599;"91797";"CUST-77291";"App"
"UK-2026-100931";"2026-02-05";"North";"Gurugram";"Matte Lipstick Set";"Beauty";1;920;"920";"CUST-29640";"Website"
"UK-2026-104406";"2026-06-05";"North";"Gurugram";"Formal Shirt";"Fashion";2;1132;"2264";"CUST-50524";"Website"
"UK-2026-100324";"2026-01-11";"North";"Chandigarh";"Slim Fit Jeans";"Fashion";2;1633;"3266";"CUST-92650";"App"
"UK-2026-104817";"2026-06-13";"South";"Kochi";"Ionic Hair Dryer";"Beauty";1;1873;"1873";"CUST-26362";"Website"
"UK-2026-101078";"2026-02-25";"North";"Chandigarh";"Slim Fit Jeans";"Fashion";4;1621;"6484";"CUST-23151";"App"
"UK-2026-100804";"2026-02-03";"South";"Chennai";"Badminton Racket Set";"Sports";1;2516;"2516";"CUST-11503";"Marketplace"
"UK-2026-101136";"2026-02-22";"Central";"Nagpur";"Modern Wall Clock";"Home & Kitchen";1;817;"817";"CUST-72665";"Website"
"UK-2026-102186";"2026-03-21";"East";"Guwahati";"Ultrabook Air 14";"Electronics";1;28915;"28915";"CUST-39564";"Website"
"UK-2026-100504";"2026-01-07";"South";"Kochi";"Running Sneakers";"Fashion";1;2769;"2769";"CUST-38471";"App"
"UK-2026-102629";"2026-04-21";"South";"Hyderabad";"Running Sneakers";"Fashion";1;2717;"2717";"CUST-49105";"Website"
"UK-2026-100185";"2026-01-12";"North";"Gurugram";"Power Bank 20000mAh";"Electronics";1;1851;"1851";"CUST-78941";"Website"
"UK-2026-103490";"2026-05-21";"Central";"Bhopal";"Dinner Set 24pc";"Home & Kitchen";1;2376;"2376";"CUST-93733";"App"
"UK-2026-101459";"2026-03-20";"South";"Kochi";"Modern Wall Clock";"Home & Kitchen";1;804;"804";"CUST-10350";"App"
"UK-2026-100736";"2026-02-23";"South";"Hyderabad";"Slim Fit Jeans";"Fashion";1;1576;"1576";"CUST-47684";"Marketplace"
"UK-2026-101867";"2026-03-28";"West";"Mumbai";"Denim Jacket";"Fashion";1;2289;"2289";"CUST-21248";"Website"
"UK-2026-101424";"2026-02-10";"North";"Delhi";"Dinner Set 24pc";"Home & Kitchen";1;2581;"2581";"CUST-70853";"Marketplace"
"UK-2026-100071";"2026-01-27";"North";"Gurugram";"Dinner Set 24pc";"Home & Kitchen";1;2518;"2518";"CUST-81227";"App"
"UK-2026-100241";"2026-01-02";"West";"Surat";"Smart Watch X2";"Electronics";1;4536;"4536";"CUST-11548";"Website"
"UK-2026-103696";"2026-05-24";"Central";"Raipur";"Cycling Helmet";"Sports";1;1596;"1596";"CUST-84260";"App"
"UK-2026-102516";"2026-04-12";"North";"Delhi";"Denim Jacket";"Fashion";1;2097;"2097";"CUST-71884";"App"
"UK-2026-102363";"2026-04-12";"North";"Chandigarh";"Running Sneakers";"Fashion";1;2886;"2886";"CUST-98025";"App"
"UK-2026-100786";"2026-02-02";"Central";"Raipur";"Non-Stick Cookware Set";"Home & Kitchen";1;2912;"2912";"CUST-83402";"App"
"UK-2026-101620";"2026-03-05";"South";"Chennai";"Air Fryer 5L";"Home & Kitchen";1;5252;"5252";"CUST-22784";"Website"
"UK-2026-101910";"2026-03-08";"North";"Gurugram";"Slim Fit Jeans";"Fashion";1;1673;"1673";"CUST-48674";"App"
"UK-2026-100348";"2026-01-22";"South";"Hyderabad";"Bluetooth Speaker Mini";"Electronics";2;1564;"3128";"CUST-36428";"Website"
"UK-2026-103389";"2026-05-30";"East";"Bhubaneswar";"Mixer Grinder 750W";"Home & Kitchen";1;3325;"3325";"CUST-67929";"Website"
"UK-2026-103735";"2026-05-30";"East";"Guwahati";"Bluetooth Speaker Mini";"Electronics";1;1430;"1430";"CUST-41408";"Website"
"UK-2026-104194";"2026-06-05";"North";"Gurugram";"Eau de Parfum 100ml";"Beauty";1;2044;"2044";"CUST-37540";"App"
"UK-2026-104243";"2026-06-15";"North";"Delhi";"Ultrabook Air 14";"Electronics";1;29428;"29428";"CUST-24620";"Marketplace"
"UK-2026-101407";"2026-02-06";"Central";"Indore";"Adjustable Dumbbells 15kg";"Sports";1;5088;"5088";"CUST-47003";"App"
"UK-2026-104758";"2026-06-12";"Central";"Raipur";"Wireless Earbuds Pro";"Electronics";2;2973;"5946";"CUST-81021";"App"
"UK-2026-102376";"2026-04-25";"West";"Surat";"Air Fryer 5L";"Home & Kitchen";4;5311;"21244";"CUST-71235";"Marketplace"
"UK-2026-102079";"2026-03-10";"North";"Gurugram";"Cricket Bat English Willow";"Sports";1;8579;"8579";"CUST-34728";"App"
"UK-2026-103661";"2026-05-03";"Central";"Indore";"Smart Watch X2";"Electronics";1;4670;"4670";"CUST-99233";"Marketplace"
"UK-2026-104772";"2026-06-20";"Central";"Nagpur";"43-inch Smart TV";"Electronics";1;25872;"25872";"CUST-87756";"Marketplace"
"UK-2026-101242";"2026-02-19";"North";"Noida";"Cotton Bedsheet Set";"Home & Kitchen";2;1454;"2908";"CUST-61909";"App"
"UK-2026-104333";"2026-06-17";"West";"Ahmedabad";"Cricket Bat English Willow";"Sports";2;8698;"17396";"CUST-67937";"App"
"UK-2026-101355";"2026-02-06";"East";"Patna";"Modern Wall Clock";"Home & Kitchen";1;800;"800";"CUST-44575";"App"
"UK-2026-102845";"2026-04-08";"South";"Chennai";"Denim Jacket";"Fashion";4;2255;"9020";"CUST-67086";"App"
"UK-2026-103238";"2026-05-26";"South";"Chennai";"Noise-Cancelling Headphones";"Electronics";1;9209;"9209";"CUST-53352";"Marketplace"
"UK-2026-104356";"2026-06-21";"North";"Gurugram";"Sunscreen SPF50";"Beauty";2;561;"1122";"CUST-38961";"Website"
"UK-2026-103540";"2026-05-25";"West";"Pune";"Foldable Treadmill T2";"Sports";1;25722;"25722";"CUST-79145";"Website"
"UK-2026-103670";"2026-05-01";"North";"Chandigarh";"43-inch Smart TV";"Electronics";1;26297;"26297";"CUST-56464";"Marketplace"
"UK-2026-104382";"2026-06-07";"South";"Chennai";"Ethnic Dupatta";"Fashion";2;520;"1040";"CUST-13035";"App"
"UK-2026-102399";"2026-04-20";"Central";"Nagpur";"Modern Wall Clock";"Home & Kitchen";1;815;"815";"CUST-25448";"Marketplace"
"UK-2026-104245";"2026-06-27";"Central";"Raipur";"Sunscreen SPF50";"Beauty";4;528;"2112";"CUST-84565";"Marketplace"
"UK-2026-102173";"2026-03-27";"West";"Surat";"Beard Grooming Kit";"Beauty";1;960;"960";"CUST-65534";"App"
"UK-2026-100894";"2026-02-22";"North";"Delhi";"Non-Stick Cookware Set";"Home & Kitchen";1;2924;"2924";"CUST-84872";"Website"
"UK-2026-100807";"2026-02-04";"South";"Bengaluru";"Mirrorless Camera Lite";"Electronics";2;28494;"56988";"CUST-87827";"Marketplace"
"UK-2026-100325";"2026-01-01";"Central";"Nagpur";"Eau de Parfum 100ml";"Beauty";1;1901;"1901";"CUST-27420";"Marketplace"
"UK-2026-100079";"2026-01-08";"West";"Mumbai";"Ionic Hair Dryer";"Beauty";1;1987;"1987";"CUST-56671";"Website"
"UK-2026-102394";"2026-04-11";"South";"Bengaluru";"Noise-Cancelling Headphones";"Electronics";1;9421;"9421";"CUST-68922";"Website"
"UK-2026-100299";"2026-01-16";"South";"Kochi";"43-inch Smart TV";"Electronics";1;25317;"25317";"CUST-71464";"App"
"UK-2026-100731";"2026-02-27";"South";"Bengaluru";"Noise-Cancelling Headphones";"Electronics";1;8805;"8805";"CUST-95430";"Marketplace"
"UK-2026-103314";"2026-05-16";"South";"Kochi";"Air Fryer 5L";"Home & Kitchen";1;5374;"5374";"CUST-81108";"Website"
"UK-2026-104453";"2026-06-14";"South";"Hyderabad";"Vitamin C Serum";"Beauty";1;727;"727";"CUST-62513";"Website"
"UK-2026-104367";"2026-06-12";"East";"Bhubaneswar";"Noise-Cancelling Headphones";"Electronics";3;8604;"25812";"CUST-79947";"Marketplace"
"UK-2026-104362";"2026-06-07";"South";"Madras";"Noise-Cancelling Headphones";"Electronics";1;8684;"8684";"CUST-96287";"App"
"UK-2026-102649";"2026-04-03";"South";"Bengaluru";"Football Size 5";"Sports";4;887;"3548";"CUST-66865";"Marketplace"
"UK-2026-102445";"2026-04-27";"West";"Mumbai";"Non-Stick Cookware Set";"Home & Kitchen";2;2824;"5648";"CUST-89912";"Website"
"UK-2026-104504";"2026-06-15";"North";"Gurugram";"Mirrorless Camera Lite";"Electronics";1;29253;"29253";"CUST-85916";"Marketplace"
"UK-2026-103681";"2026-05-02";"North";"Chandigarh";"Running Sneakers";"Fashion";1;2715;"2715";"CUST-80680";"App"
"UK-2026-100191";"2026-01-17";"West";"Surat";"Formal Shirt";"Fashion";1;1050;"1050";"CUST-12920";"Marketplace"
"UK-2026-102508";"2026-04-07";"West";"Surat";"43-inch Smart TV";"Electronics";1;25635;"25635";"CUST-55174";"Marketplace"
"UK-2026-103739";"2026-05-02";"East";"Bhubaneswar";"Running Sneakers";"Fashion";2;2790;"5580";"CUST-29314";"App"
"UK-2026-101781";"2026-03-05";"East";"Bhubaneswar";"Wireless Earbuds Pro";"Electronics";2;2876;"5752";"CUST-91848";"Marketplace"
"UK-2026-101089";"2026-02-25";"East";"Kolkata";"Bluetooth Speaker Mini";"Electronics";1;1558;"1558";"CUST-72874";"Marketplace"
"UK-2026-100653";"2026-01-14";"South";"Hyderabad";"Ethnic Dupatta";"Fashion";1;507;"507";"CUST-94568";"Website"
"UK-2026-104132";"2026-06-23";"East";"Kolkata";"Silk Saree";"Fashion";1;3592;"3592";"CUST-24885";"Marketplace"
"UK-2026-101260";"2026-02-06";"Central";"Raipur";"Cricket Bat English Willow";"Sports";2;9179;"18358";"CUST-38137";"App"
"UK-2026-102093";"2026-03-10";"South";"Hyderabad";"Modern Wall Clock";"Home & Kitchen";1;821;"821";"CUST-36448";"Marketplace"
"UK-2026-103071";"2026-04-16";"South";"Chennai";"Slim Fit Jeans";"Fashion";1;1586;"1586";"CUST-51842";"App"
"UK-2026-103116";"2026-05-20";"South";"Hyderabad";"Robot Vacuum R7";"Home & Kitchen";1;18558;"18558";"CUST-79034";"Website"
"UK-2026-102085";"2026-03-29";"South";"Bengaluru";"Noise-Cancelling Headphones";"Electronics";2;8577;"17154";"CUST-32277";"Marketplace"
"UK-2026-101225";"2026-02-21";"North";"Gurgaon";"Ultrabook Air 14";"Electronics";1;31236;"31236";"CUST-13406";"Marketplace"
"UK-2026-102470";"2026-04-01";"South";"Kochi";"Wireless Earbuds Pro";"Electronics";1;2870;"2870";"CUST-21821";"Marketplace"
"UK-2026-101324";"2026-02-03";"West";"Pune";"Noise-Cancelling Headphones";"Electronics";1;8826;"8826";"CUST-34000";"Marketplace"
"UK-2026-102717";"2026-04-01";"West";"Surat";"Formal Shirt";"Fashion";1;1135;"1135";"CUST-95522";"Marketplace"
"UK-2026-104447";"2026-06-09";"South";"Hyderabad";"Face Wash Combo";"Beauty";1;462;"462";"CUST-17159";"App"
"UK-2026-103047";"2026-04-28";"Central";"Nagpur";"Bluetooth Speaker Mini";"Electronics";4;1536;"6144";"CUST-76815";"Marketplace"
"UK-2026-100848";"2026-02-12";"North";"Delhi";"Smart Watch X2";"Electronics";1;4408;"4408";"CUST-16415";"App"
"UK-2026-102230";"2026-03-20";"East";"Bhubaneswar";"Makeup Brush Set";"Beauty";1;1317;"1317.00";"CUST-25448";"Website"
"UK-2026-104705";"2026-06-29";"South";"Chennai";"Badminton Racket Set";"Sports";1;2527;"2527";"CUST-88281";"App"
"UK-2026-100816";"2026-02-22";"South";"Chennai";"Ethnic Dupatta";"Fashion";1;475;"475";"CUST-65415";"Website"
"UK-2026-101880";"2026-03-05";"South";"Bengaluru";"Yoga Mat Pro";"Sports";2;1251;"2502";"CUST-89487";"Website"
"UK-2026-104407";"2026-06-24";"North";"Chandigarh";"Power Bank 20000mAh";"Electronics";3;1812;"5436";"CUST-99130";"Marketplace"
"UK-2026-103176";"2026-05-14";"South";"Kochi";"43-inch Smart TV";"Electronics";1;25966;"25966";"CUST-10200";"App"
"UK-2026-104960";"2026-06-08";"South";"Chennai";"Mixer Grinder 750W";"Home & Kitchen";1;3282;"3282";"CUST-78524";"App"
"UK-2026-102674";"2026-04-21";"West";"Pune";"Air Fryer 5L";"Home & Kitchen";1;5610;"5610";"CUST-95965";"Marketplace"
"UK-2026-102425";"2026-04-18";"South";"Bengaluru";"Cricket Bat English Willow";"Sports";1;9348;"9348";"CUST-85448";"App"
"UK-2026-100685";"2026-01-27";"Central";"Raipur";"Smart Watch X2";"Electronics";1;4658;"4658";"CUST-95249";"App"
"UK-2026-100774";"2026-02-17";"West";"Ahmedabad";"Smart Watch X2";"Electronics";1;4718;"4718";"CUST-26236";"App"
"UK-2026-102368";"2026-04-11";"West";"Surat";"Mirrorless Camera Lite";"Electronics";1;28168;"28168";"CUST-38015";"Marketplace"
"UK-2026-104634";"2026-06-01";"West";"Ahmedabad";"Electric Kettle 1.5L";"Home & Kitchen";1;1052;"1052";"CUST-83005";"Website"
"UK-2026-102637";"2026-04-16";"North";"Gurugram";"Noise-Cancelling Headphones";"Electronics";3;9066;"27198";"CUST-73615";"Website"
"UK-2026-104780";"2026-06-03";"North";"Noida";"Non-Stick Cookware Set";"Home & Kitchen";3;2788;"8364";"CUST-83065";"App"
"UK-2026-103956";"2026-05-25";"South";"BLR";"Non-Stick Cookware Set";"Home & Kitchen";1;2834;"2834";"CUST-84992";"Website"
"UK-2026-100305";"2026-01-26";"North";"Noida";"Adjustable Dumbbells 15kg";"Sports";1;4839;"4839";"CUST-25184";"App"
"UK-2026-102041";"2026-03-20";"Central";"Indore";"Ultrabook Air 14";"Electronics";1;29016;"29016";"CUST-69409";"App"
"UK-2026-102895";"2026-04-24";"South";"Kochi";"Vitamin C Serum";"Beauty";1;729;"729";"CUST-56904";"Website"
"UK-2026-100654";"2026-01-24";"Central";"Indore";"Cotton Kurta Set";"Fashion";1;1301;"1301";"CUST-43653";"App"
"UK-2026-102091";"2026-03-26";"West";"Surat";"Cotton Kurta Set";"Fashion";1;1262;"1262";"CUST-34072";"App"
"UK-2026-103082";"2026-04-14";"South";"Chennai";"Robot Vacuum R7";"Home & Kitchen";2;18970;"37940";"CUST-23710";"Website"
"UK-2026-100099";"2026-01-04";"South";"Bengaluru";"Smart Watch X2";"Electronics";1;4509;"4509";"CUST-58950";"App"
"UK-2026-104431";"2026-06-09";"West";"Surat";"Non-Stick Cookware Set";"Home & Kitchen";1;2884;"2884";"CUST-33139";"Marketplace"
"UK-2026-100024";"2026-01-09";"North";"Noida";"Power Bank 20000mAh";"Electronics";2;1888;"3776";"CUST-26362";"App"
"UK-2026-104734";"2026-06-13";"West";"Surat";"Air Fryer 5L";"Home & Kitchen";2;5767;"11534";"CUST-97730";"App"
"UK-2026-101912";"2026-03-10";"South";"Chennai";"Silk Saree";"Fashion";3;3582;"10746";"CUST-55560";"Website"
"UK-2026-104016";"2026-05-16";"Central";"Bhopal";"Denim Jacket";"Fashion";3;2241;"6723";"CUST-32186";"App"
"UK-2026-104128";"2026-06-17";"East";"Bhubaneswar";"Cotton Bedsheet Set";"Home & Kitchen";1;1351;"1351";"CUST-31108";"App"
"UK-2026-103057";"2026-04-08";"Central";"Indore";"Smart Watch X2";"Electronics";1;4501;"4501";"CUST-87161";"App"
"UK-2026-104215";"2026-06-27";"South";"Chennai";"Bluetooth Speaker Mini";"Electronics";3;1523;"4569";"CUST-17159";"App"
"UK-2026-103776";"2026-05-23";"Central";"Bhopal";"Slim Fit Jeans";"Fashion";1;1648;"1648.00";"CUST-72408";"Website"
"UK-2026-100194";"2026-01-14";"East";"Kolkata";"Formal Shirt";"Fashion";4;1142;"4568";"CUST-37760";"App"
"UK-2026-102405";"2026-04-05";"North";"Noida";"Wireless Earbuds Pro";"Electronics";1;3103;"3103";"CUST-18439";"Marketplace"
"UK-2026-100372";"2026-01-22";"West";"Mumbai";"Face Wash Combo";"Beauty";2;435;"870";"CUST-59625";"App"
"UK-2026-103174";"2026-05-23";"South";"Chennai";"Robot Vacuum R7";"Home & Kitchen";1;19204;"19204";"CUST-49133";"Website"
"UK-2026-103164";"2026-05-20";"South";"Bangalore";"Makeup Brush Set";"Beauty";2;1278;"2556";"CUST-27630";"Website"
"UK-2026-101881";"2026-03-31";"North";"Gurugram";"Smart Watch X2";"Electronics";1;4609;"4609";"CUST-90360";"Marketplace"
"UK-2026-102563";"2026-04-06";"East";"Patna";"Smart Watch X2";"Electronics";1;4578;"4578";"CUST-30596";"Marketplace"
"UK-2026-100010";"2026-01-29";"Central";"Bhopal";"Running Sneakers";"Fashion";1;2672;"2672";"CUST-33110";"Website"
"UK-2026-101107";"2026-02-11";"West";"Mumbai";"Denim Jacket";"Fashion";1;2237;"2237";"CUST-63025";"Website"
"UK-2026-100779";"2026-02-10";"South";"Kochi";"Ethnic Dupatta";"Fashion";2;491;"982";"CUST-27420";"Website"
"UK-2026-100113";"2026-01-11";"North";"Chandigarh";"Noise-Cancelling Headphones";"Electronics";2;9148;"18296";"CUST-89979";"App"
"UK-2026-101406";"2026-02-24";"North";"Gurugram";"Cotton Kurta Set";"Fashion";2;1326;"2652";"CUST-33796";"App"
"UK-2026-100164";"2026-01-21";"South";"Chennai";"Mixer Grinder 750W";"Home & Kitchen";2;3151;"6302";"CUST-10731";"Website"
"UK-2026-104239";"2026-06-22";"North";"Chandigarh";"Leather Wallet";"Fashion";2;895;"1790";"CUST-43801";"App"
"UK-2026-100926";"2026-02-09";"North";"Noida";"Electric Kettle 1.5L";"Home & Kitchen";1;1058;"1058";"CUST-56278";"App"
"UK-2026-100796";"2026-02-05";"Central";"Bhopal";"Dinner Set 24pc";"Home & Kitchen";2;2557;"5114";"CUST-90977";"Marketplace"
"UK-2026-100108";"2026-01-08";"West";"Ahmedabad";"Wireless Earbuds Pro";"Electronics";2;3030;"6060";"CUST-25120";"Website"
"UK-2026-104451";"2026-06-10";"South";"Hyderabad";"Wireless Earbuds Pro";"Electronics";2;2974;"5948";"CUST-19902";"App"
"UK-2026-103213";"2026-05-06";"South";"Hyderabad";"Running Sneakers";"Fashion";1;2858;"2858";"CUST-15504";"App"
"UK-2026-104240";"2026-06-14";"South";"Bengaluru";"Football Size 5";"Sports";1;927;"927";"CUST-26477";"Website"
"UK-2026-101257";"2026-02-25";"North";"Chandigarh";"Cotton Kurta Set";"Fashion";1;1275;"1275";"CUST-80722";"App"
"UK-2026-102866";"2026-04-05";"Central";"Nagpur";"Modern Wall Clock";"Home & Kitchen";1;777;"777";"CUST-26105";"Website"
"UK-2026-104474";"2026-06-03";"South";"Hyderabad";"Power Bank 20000mAh";"Electronics";1;1796;"1796";"CUST-72241";"App"
"UK-2026-101172";"2026-02-16";"East";"Patna";"Robot Vacuum R7";"Home & Kitchen";2;18233;"36466";"CUST-47308";"Website"
"UK-2026-104967";"2026-06-25";"North";"Noida";"43-inch Smart TV";"Electronics";2;26171;"52342";"CUST-14722";"Marketplace"
"UK-2026-102583";"2026-04-23";"North";"Gurugram";"Modern Wall Clock";"Home & Kitchen";2;829;"1658";"CUST-92390";"App"
"UK-2026-102414";"2026-04-23";"North";"Noida";"Ultrabook Air 14";"Electronics";1;30345;"30345";"CUST-26012";"Marketplace"
"UK-2026-102621";"2026-04-13";"West";"Surat";"Formal Shirt";"Fashion";1;1047;"1047";"CUST-21352";"Website"
"UK-2026-103360";"2026-05-26";"West";"Bombay";"Sunscreen SPF50";"Beauty";4;561;"2244";"CUST-14967";"App"
"UK-2026-102829";"2026-04-24";"West";"Ahmedabad";"Vitamin C Serum";"Beauty";1;677;"677";"CUST-17533";"App"
"UK-2026-102165";"2026-03-29";"West";"Ahmedabad";"Robot Vacuum R7";"Home & Kitchen";2;19474;"38948";"CUST-78618";"Website"
"UK-2026-101657";"2026-03-31";"North";"Gurugram";"Noise-Cancelling Headphones";"Electronics";1;9156;"9156";"CUST-95453";"App"
"UK-2026-102328";"2026-04-29";"South";"Chennai";"Slim Fit Jeans";"Fashion";1;1567;"1567";"CUST-30254";"App"
"UK-2026-100852";"2026-02-05";"South";"Chennai";"Slim Fit Jeans";"Fashion";1;1658;"1658";"CUST-49686";"App"
